// ConvertZZ 額外分詞表（詞|詞性|權值）。正字、錯字與其簡體詞形都寫入。不得併入套件檔。
信光裏|0x100000|1000
信光裡|0x100000|1000
信和里|0x100000|1000
信和裏|0x100000|1000
信和裡|0x100000|1000
信安里|0x100000|1000
信安裡|0x100000|1000
信安裏|0x100000|1000
信德裡|0x100000|1000
信德里|0x100000|1000
信德裏|0x100000|1000
信望裡|0x100000|1000
信望里|0x100000|1000
信望裏|0x100000|1000
信綠裡|0x100000|1000
信绿里|0x100000|1000
信綠裏|0x100000|1000
信綠里|0x100000|1000
信義里|0x100000|1000
信义里|0x100000|1000
信义裡|0x100000|1000
信义裏|0x100000|1000
信義裡|0x100000|1000
信義裏|0x100000|1000
信蚵里|0x100000|1000
信蚵裏|0x100000|1000
信蚵裡|0x100000|1000
信賢裡|0x100000|1000
信贤里|0x100000|1000
信賢裏|0x100000|1000
信賢里|0x100000|1000
健民裏|0x100000|1000
健民里|0x100000|1000
健民裡|0x100000|1000
健行里|0x100000|1000
健行裡|0x100000|1000
健行裏|0x100000|1000
傑魚裏|0x100000|1000
杰鱼里|0x100000|1000
傑魚裡|0x100000|1000
傑魚里|0x100000|1000
僑中裡|0x100000|1000
侨中里|0x100000|1000
僑中裏|0x100000|1000
僑中里|0x100000|1000
僑愛里|0x100000|1000
侨爱里|0x100000|1000
僑愛裏|0x100000|1000
僑愛裡|0x100000|1000
僑真裡|0x100000|1000
侨真里|0x100000|1000
僑真里|0x100000|1000
僑真裏|0x100000|1000
億載裡|0x100000|1000
亿载里|0x100000|1000
億載裏|0x100000|1000
億載里|0x100000|1000
元寶里|0x100000|1000
元宝里|0x100000|1000
元寶裡|0x100000|1000
元寶裏|0x100000|1000
元美裡|0x100000|1000
元美里|0x100000|1000
元美裏|0x100000|1000
兆连里|0x100000|1000
兆连裏|0x100000|1000
兆連里|0x100000|1000
兆連裏|0x100000|1000
兆连裡|0x100000|1000
兆連裡|0x100000|1000
光仁裡|0x100000|1000
光仁里|0x100000|1000
光仁裏|0x100000|1000
光信里|0x100000|1000
光信裏|0x100000|1000
光信裡|0x100000|1000
光前裡|0x100000|1000
光前里|0x100000|1000
光前裏|0x100000|1000
光化里|0x100000|1000
光化裡|0x100000|1000
光化裏|0x100000|1000
光南裡|0x100000|1000
光南里|0x100000|1000
光南裏|0x100000|1000
光和裡|0x100000|1000
光和里|0x100000|1000
光和裏|0x100000|1000
光大里|0x100000|1000
光大裡|0x100000|1000
光大裏|0x100000|1000
光定裏|0x100000|1000
光定里|0x100000|1000
光定裡|0x100000|1000
光平里|0x100000|1000
光平裡|0x100000|1000
光平裏|0x100000|1000
光復裡|0x100000|1000
光复里|0x100000|1000
光復裏|0x100000|1000
光復里|0x100000|1000
光文里|0x100000|1000
光文裡|0x100000|1000
光文裏|0x100000|1000
光明里|0x100000|1000
光明裡|0x100000|1000
光明裏|0x100000|1000
光春裏|0x100000|1000
光春里|0x100000|1000
光春裡|0x100000|1000
光榮裡|0x100000|1000
光荣里|0x100000|1000
光榮里|0x100000|1000
光榮裏|0x100000|1000
光正里|0x100000|1000
光正裡|0x100000|1000
光正裏|0x100000|1000
光武里|0x100000|1000
光武裡|0x100000|1000
光武裏|0x100000|1000
光民裏|0x100000|1000
光民里|0x100000|1000
光民裡|0x100000|1000
光田裡|0x100000|1000
光田里|0x100000|1000
光田裏|0x100000|1000
光福里|0x100000|1000
光福裡|0x100000|1000
光福裏|0x100000|1000
光耀裏|0x100000|1000
光耀里|0x100000|1000
光耀裡|0x100000|1000
光能裏|0x100000|1000
光能里|0x100000|1000
光能裡|0x100000|1000
光興里|0x100000|1000
光兴里|0x100000|1000
光興裏|0x100000|1000
光興裡|0x100000|1000
光華里|0x100000|1000
光华里|0x100000|1000
光華裏|0x100000|1000
光華裡|0x100000|1000
光賢裡|0x100000|1000
光贤里|0x100000|1000
光賢里|0x100000|1000
光賢裏|0x100000|1000
光輝裡|0x100000|1000
光辉里|0x100000|1000
光輝裏|0x100000|1000
光輝里|0x100000|1000
光鎮裡|0x100000|1000
光镇里|0x100000|1000
光镇裏|0x100000|1000
光镇裡|0x100000|1000
光鎮里|0x100000|1000
光鎮裏|0x100000|1000
光陽裏|0x100000|1000
光阳里|0x100000|1000
光陽裡|0x100000|1000
光陽里|0x100000|1000
光隆裡|0x100000|1000
光隆里|0x100000|1000
光隆裏|0x100000|1000
兌悅里|0x100000|1000
兑悦里|0x100000|1000
兌悅裡|0x100000|1000
兌悅裏|0x100000|1000
兔坑里|0x100000|1000
兔坑裏|0x100000|1000
兔坑裡|0x100000|1000
入船裏|0x100000|1000
入船里|0x100000|1000
入船裡|0x100000|1000
內南裡|0x100000|1000
内南里|0x100000|1000
內南里|0x100000|1000
內南裏|0x100000|1000
內厝里|0x100000|1000
内厝里|0x100000|1000
內厝裡|0x100000|1000
內厝裏|0x100000|1000
內坑里|0x100000|1000
内坑里|0x100000|1000
內坑裏|0x100000|1000
內坑裡|0x100000|1000
內壢裡|0x100000|1000
内坜里|0x100000|1000
內壢里|0x100000|1000
內壢裏|0x100000|1000
內定里|0x100000|1000
内定里|0x100000|1000
內定裡|0x100000|1000
內定裏|0x100000|1000
內寮里|0x100000|1000
内寮里|0x100000|1000
內寮裏|0x100000|1000
內寮裡|0x100000|1000
內島裏|0x100000|1000
内岛里|0x100000|1000
內島裡|0x100000|1000
內島里|0x100000|1000
內庄里|0x100000|1000
内庄里|0x100000|1000
內莊里|0x100000|1000
內莊裡|0x100000|1000
內庄裏|0x100000|1000
內莊裏|0x100000|1000
內庄裡|0x100000|1000
內惟裏|0x100000|1000
内惟里|0x100000|1000
內惟里|0x100000|1000
內惟裡|0x100000|1000
內新里|0x100000|1000
内新里|0x100000|1000
內新裏|0x100000|1000
內新裡|0x100000|1000
內东里|0x100000|1000
内东里|0x100000|1000
內東裏|0x100000|1000
內东裏|0x100000|1000
內东裡|0x100000|1000
內東里|0x100000|1000
內東裡|0x100000|1000
內林裡|0x100000|1000
内林里|0x100000|1000
內林裏|0x100000|1000
內林里|0x100000|1000
內江里|0x100000|1000
内江里|0x100000|1000
內江裡|0x100000|1000
內江裏|0x100000|1000
內海裏|0x100000|1000
内海里|0x100000|1000
內海里|0x100000|1000
內海裡|0x100000|1000
內湖里|0x100000|1000
内湖里|0x100000|1000
內湖裏|0x100000|1000
內湖裡|0x100000|1000
內溝里|0x100000|1000
内沟里|0x100000|1000
內溝裡|0x100000|1000
內溝裏|0x100000|1000
內灣里|0x100000|1000
内湾里|0x100000|1000
內灣裡|0x100000|1000
內灣裏|0x100000|1000
內立里|0x100000|1000
内立里|0x100000|1000
內立裏|0x100000|1000
內立裡|0x100000|1000
內興裏|0x100000|1000
内兴里|0x100000|1000
內興里|0x100000|1000
內興裡|0x100000|1000
內角里|0x100000|1000
内角里|0x100000|1000
內角裏|0x100000|1000
內角裡|0x100000|1000
內豊里|0x100000|1000
内豊里|0x100000|1000
內豊裡|0x100000|1000
內豊裏|0x100000|1000
內郭裡|0x100000|1000
内郭里|0x100000|1000
內郭裏|0x100000|1000
內郭里|0x100000|1000
內门裡|0x100000|1000
内门里|0x100000|1000
內門裡|0x100000|1000
內门裏|0x100000|1000
內門里|0x100000|1000
內门里|0x100000|1000
內門裏|0x100000|1000
內關帝里|0x100000|1000
内关帝里|0x100000|1000
內關帝裡|0x100000|1000
內關帝裏|0x100000|1000
全安裡|0x100000|1000
全安里|0x100000|1000
全安裏|0x100000|1000
全德裡|0x100000|1000
全德里|0x100000|1000
全德裏|0x100000|1000
全泰裏|0x100000|1000
全泰里|0x100000|1000
全泰裡|0x100000|1000
全興裡|0x100000|1000
全兴里|0x100000|1000
全興里|0x100000|1000
全興裏|0x100000|1000
兩湖里|0x100000|1000
两湖里|0x100000|1000
兩湖裏|0x100000|1000
兩湖裡|0x100000|1000
八中裡|0x100000|1000
八中里|0x100000|1000
八中裏|0x100000|1000
八仙裡|0x100000|1000
八仙里|0x100000|1000
八仙裏|0x100000|1000
八勢里|0x100000|1000
八势里|0x100000|1000
八勢裏|0x100000|1000
八勢裡|0x100000|1000
八南里|0x100000|1000
八南裡|0x100000|1000
八南裏|0x100000|1000
八卦裏|0x100000|1000
八卦里|0x100000|1000
八卦裡|0x100000|1000
八堵裡|0x100000|1000
八堵里|0x100000|1000
八堵裏|0x100000|1000
八張裡|0x100000|1000
八张里|0x100000|1000
八張里|0x100000|1000
八張裏|0x100000|1000
八德里|0x100000|1000
八德裏|0x100000|1000
八德裡|0x100000|1000
八斗裡|0x100000|1000
八斗里|0x100000|1000
八斗裏|0x100000|1000
八爺里|0x100000|1000
八爷里|0x100000|1000
八爺裡|0x100000|1000
八爺裏|0x100000|1000
八甲裡|0x100000|1000
八甲里|0x100000|1000
八甲裏|0x100000|1000
八翁里|0x100000|1000
八翁裏|0x100000|1000
八翁裡|0x100000|1000
八西里|0x100000|1000
八西裡|0x100000|1000
八西裏|0x100000|1000
八賢裡|0x100000|1000
八贤里|0x100000|1000
八賢裏|0x100000|1000
八賢里|0x100000|1000
八连裏|0x100000|1000
八连里|0x100000|1000
八连裡|0x100000|1000
八連里|0x100000|1000
八連裡|0x100000|1000
八連裏|0x100000|1000
公园裡|0x100000|1000
公園裏|0x100000|1000
公园裏|0x100000|1000
公塭裏|0x100000|1000
公塭里|0x100000|1000
公塭裡|0x100000|1000
公安里|0x100000|1000
公安裏|0x100000|1000
公安裡|0x100000|1000
公崙裏|0x100000|1000
公仑里|0x100000|1000
公崙里|0x100000|1000
公崙裡|0x100000|1000
公平里|0x100000|1000
公平裡|0x100000|1000
公平裏|0x100000|1000
公德里|0x100000|1000
公德裏|0x100000|1000
公德裡|0x100000|1000
公明裡|0x100000|1000
公明里|0x100000|1000
公明裏|0x100000|1000
公正裡|0x100000|1000
公正里|0x100000|1000
公正裏|0x100000|1000
公民里|0x100000|1000
公民裏|0x100000|1000
公民裡|0x100000|1000
公益里|0x100000|1000
公益裡|0x100000|1000
公益裏|0x100000|1000
公義裏|0x100000|1000
公义里|0x100000|1000
公義裡|0x100000|1000
公義里|0x100000|1000
公义裏|0x100000|1000
公义裡|0x100000|1000
公舘里|0x100000|1000
公馆里|0x100000|1000
公舘裡|0x100000|1000
公舘裏|0x100000|1000
公西裏|0x100000|1000
公西里|0x100000|1000
公西裡|0x100000|1000
公親里|0x100000|1000
公亲里|0x100000|1000
公親裡|0x100000|1000
公親裏|0x100000|1000
公誠裡|0x100000|1000
公诚里|0x100000|1000
公誠里|0x100000|1000
公誠裏|0x100000|1000
公館里|0x100000|1000
公館裡|0x100000|1000
公館裏|0x100000|1000
六分裏|0x100000|1000
六分里|0x100000|1000
六分裡|0x100000|1000
六合裏|0x100000|1000
六合里|0x100000|1000
六合裡|0x100000|1000
六堵裏|0x100000|1000
六堵里|0x100000|1000
六堵裡|0x100000|1000
六安裏|0x100000|1000
六安里|0x100000|1000
六安裡|0x100000|1000
六寶里|0x100000|1000
六宝里|0x100000|1000
六寶裡|0x100000|1000
六寶裏|0x100000|1000
六德裡|0x100000|1000
六德里|0x100000|1000
六德裏|0x100000|1000
六溪裏|0x100000|1000
六溪里|0x100000|1000
六溪裡|0x100000|1000
六甲裡|0x100000|1000
六甲里|0x100000|1000
六甲裏|0x100000|1000
六福裡|0x100000|1000
六福里|0x100000|1000
六福裏|0x100000|1000
六股裏|0x100000|1000
六股里|0x100000|1000
六股裡|0x100000|1000
六苓里|0x100000|1000
六苓裏|0x100000|1000
六苓裡|0x100000|1000
六藝裏|0x100000|1000
六艺里|0x100000|1000
六藝里|0x100000|1000
六藝裡|0x100000|1000
六路里|0x100000|1000
六路裡|0x100000|1000
六路裏|0x100000|1000
六龜里|0x100000|1000
六龟里|0x100000|1000
六龜裏|0x100000|1000
六龜裡|0x100000|1000
共和裡|0x100000|1000
共和里|0x100000|1000
共和裏|0x100000|1000
共榮裡|0x100000|1000
共荣里|0x100000|1000
共榮里|0x100000|1000
共榮裏|0x100000|1000
典寶裡|0x100000|1000
典宝里|0x100000|1000
典寶裏|0x100000|1000
典寶里|0x100000|1000
再興里|0x100000|1000
再兴里|0x100000|1000
再興裡|0x100000|1000
再興裏|0x100000|1000
冠穗裏|0x100000|1000
冠穗里|0x100000|1000
冠穗裡|0x100000|1000
凌云裏|0x100000|1000
凌云里|0x100000|1000
凌云裡|0x100000|1000
凌雲裏|0x100000|1000
凌雲里|0x100000|1000
凌雲裡|0x100000|1000
凌霄裏|0x100000|1000
凌霄里|0x100000|1000
凌霄裡|0x100000|1000
凱旋里|0x100000|1000
凯旋里|0x100000|1000
凱旋裡|0x100000|1000
凱旋裏|0x100000|1000
出水裏|0x100000|1000
出水里|0x100000|1000
出水裡|0x100000|1000
利民裏|0x100000|1000
利民里|0x100000|1000
利民裡|0x100000|1000
前寮裡|0x100000|1000
前寮里|0x100000|1000
前寮裏|0x100000|1000
前峰裡|0x100000|1000
前峰里|0x100000|1000
前峰裏|0x100000|1000
前庄裏|0x100000|1000
前庄里|0x100000|1000
前庄裡|0x100000|1000
前莊裡|0x100000|1000
前莊裏|0x100000|1000
前莊里|0x100000|1000
前港里|0x100000|1000
前港裡|0x100000|1000
前港裏|0x100000|1000
前溪裡|0x100000|1000
前溪里|0x100000|1000
前溪裏|0x100000|1000
前潭裏|0x100000|1000
前潭里|0x100000|1000
前潭裡|0x100000|1000
前竹裡|0x100000|1000
前竹里|0x100000|1000
前竹裏|0x100000|1000
前進里|0x100000|1000
前进里|0x100000|1000
前進裡|0x100000|1000
前進裏|0x100000|1000
前鎮裏|0x100000|1000
前镇里|0x100000|1000
前鎮里|0x100000|1000
前镇裏|0x100000|1000
前鎮裡|0x100000|1000
前镇裡|0x100000|1000
劉厝裏|0x100000|1000
刘厝里|0x100000|1000
劉厝裡|0x100000|1000
劉厝里|0x100000|1000
劉家里|0x100000|1000
刘家里|0x100000|1000
劉家裏|0x100000|1000
劉家裡|0x100000|1000
劍潭裏|0x100000|1000
剑潭里|0x100000|1000
劍潭里|0x100000|1000
劍潭裡|0x100000|1000
力行裡|0x100000|1000
力行里|0x100000|1000
力行裏|0x100000|1000
加昌裏|0x100000|1000
加昌里|0x100000|1000
加昌裡|0x100000|1000
加老裡|0x100000|1000
加老里|0x100000|1000
加老裏|0x100000|1000
勝利里|0x100000|1000
胜利里|0x100000|1000
勝利裡|0x100000|1000
勝利裏|0x100000|1000
勤和裡|0x100000|1000
勤和里|0x100000|1000
勤和裏|0x100000|1000
勤益里|0x100000|1000
勤益裡|0x100000|1000
勤益裏|0x100000|1000
勵行裏|0x100000|1000
励行里|0x100000|1000
勵行里|0x100000|1000
勵行裡|0x100000|1000
化成里|0x100000|1000
化成裡|0x100000|1000
化成裏|0x100000|1000
北京裡|0x100000|1000
北京里|0x100000|1000
北京裏|0x100000|1000
北勢裏|0x100000|1000
北势里|0x100000|1000
北勢里|0x100000|1000
北勢裡|0x100000|1000
北園裏|0x100000|1000
北园里|0x100000|1000
北園里|0x100000|1000
北园裡|0x100000|1000
北园裏|0x100000|1000
北園裡|0x100000|1000
北埔裡|0x100000|1000
北埔里|0x100000|1000
北埔裏|0x100000|1000
北基裏|0x100000|1000
北基里|0x100000|1000
北基裡|0x100000|1000
北安里|0x100000|1000
北安裡|0x100000|1000
北安裏|0x100000|1000
北富里|0x100000|1000
北富裡|0x100000|1000
北富裏|0x100000|1000
北寧裡|0x100000|1000
北宁里|0x100000|1000
北寧里|0x100000|1000
北寧裏|0x100000|1000
北寮裡|0x100000|1000
北寮里|0x100000|1000
北寮裏|0x100000|1000
北屯里|0x100000|1000
北屯裏|0x100000|1000
北屯裡|0x100000|1000
北山里|0x100000|1000
北山裡|0x100000|1000
北山裏|0x100000|1000
北峰裡|0x100000|1000
北峰里|0x100000|1000
北峰裏|0x100000|1000
北崙裡|0x100000|1000
北仑里|0x100000|1000
北崙裏|0x100000|1000
北崙里|0x100000|1000
北嶺里|0x100000|1000
北岭里|0x100000|1000
北嶺裡|0x100000|1000
北嶺裏|0x100000|1000
北平里|0x100000|1000
北平裡|0x100000|1000
北平裏|0x100000|1000
北莊裏|0x100000|1000
北庄里|0x100000|1000
北莊裡|0x100000|1000
北庄裏|0x100000|1000
北庄裡|0x100000|1000
北莊里|0x100000|1000
北成里|0x100000|1000
北成裡|0x100000|1000
北成裏|0x100000|1000
北投裏|0x100000|1000
北投里|0x100000|1000
北投裡|0x100000|1000
北斗裡|0x100000|1000
北斗里|0x100000|1000
北斗裏|0x100000|1000
北新里|0x100000|1000
北新裡|0x100000|1000
北新裏|0x100000|1000
北林裏|0x100000|1000
北林里|0x100000|1000
北林裡|0x100000|1000
北柳裡|0x100000|1000
北柳里|0x100000|1000
北柳裏|0x100000|1000
北梅里|0x100000|1000
北梅裏|0x100000|1000
北梅裡|0x100000|1000
北汕里|0x100000|1000
北汕裡|0x100000|1000
北汕裏|0x100000|1000
北津里|0x100000|1000
北津裏|0x100000|1000
北津裡|0x100000|1000
北港里|0x100000|1000
北港裡|0x100000|1000
北港裏|0x100000|1000
北湳裡|0x100000|1000
北湳里|0x100000|1000
北湳裏|0x100000|1000
北溪里|0x100000|1000
北溪裡|0x100000|1000
北溪裏|0x100000|1000
北灣裏|0x100000|1000
北湾里|0x100000|1000
北灣裡|0x100000|1000
北灣里|0x100000|1000
北端里|0x100000|1000
北端裡|0x100000|1000
北端裏|0x100000|1000
北美術館裏|0x100000|1000
北美术馆里|0x100000|1000
北美術館里|0x100000|1000
北美術館裡|0x100000|1000
北興裏|0x100000|1000
北兴里|0x100000|1000
北興里|0x100000|1000
北興裡|0x100000|1000
北苗裡|0x100000|1000
北苗里|0x100000|1000
北苗裏|0x100000|1000
北華里|0x100000|1000
北华里|0x100000|1000
北華裏|0x100000|1000
北華裡|0x100000|1000
北貴裡|0x100000|1000
北贵里|0x100000|1000
北貴裏|0x100000|1000
北貴里|0x100000|1000
北路裡|0x100000|1000
北路里|0x100000|1000
北路裏|0x100000|1000
北里里|0x100000|1000
北裏裏|0x100000|1000
北裡裡|0x100000|1000
北金裏|0x100000|1000
北金里|0x100000|1000
北金裡|0x100000|1000
北銘裡|0x100000|1000
北铭里|0x100000|1000
北銘裏|0x100000|1000
北銘里|0x100000|1000
北門裡|0x100000|1000
北门里|0x100000|1000
北门裏|0x100000|1000
北門里|0x100000|1000
北門裏|0x100000|1000
北门裡|0x100000|1000
北陽裡|0x100000|1000
北阳里|0x100000|1000
北陽裏|0x100000|1000
北陽里|0x100000|1000
北鶯裏|0x100000|1000
北莺里|0x100000|1000
北鶯里|0x100000|1000
北鶯裡|0x100000|1000
北龍裡|0x100000|1000
北龙里|0x100000|1000
北龍裏|0x100000|1000
北龍里|0x100000|1000
十三裏|0x100000|1000
十三里|0x100000|1000
十三裡|0x100000|1000
十份裡|0x100000|1000
十分里|0x100000|1000
十份裏|0x100000|1000
十份里|0x100000|1000
十全裡|0x100000|1000
十全里|0x100000|1000
十全裏|0x100000|1000
十分裡|0x100000|1000
十分裏|0x100000|1000
十甲裏|0x100000|1000
十甲里|0x100000|1000
十甲裡|0x100000|1000
十美裏|0x100000|1000
十美里|0x100000|1000
十美裡|0x100000|1000
十興裏|0x100000|1000
十兴里|0x100000|1000
十興裡|0x100000|1000
十興里|0x100000|1000
千北裡|0x100000|1000
千北里|0x100000|1000
千北裏|0x100000|1000
千歲裡|0x100000|1000
千岁里|0x100000|1000
千歲裏|0x100000|1000
千歲里|0x100000|1000
千甲裏|0x100000|1000
千甲里|0x100000|1000
千甲裡|0x100000|1000
千秋裡|0x100000|1000
千秋里|0x100000|1000
千秋裏|0x100000|1000
卑南裡|0x100000|1000
卑南里|0x100000|1000
卑南裏|0x100000|1000
協元裏|0x100000|1000
协元里|0x100000|1000
協元裡|0x100000|1000
協元里|0x100000|1000
協和里|0x100000|1000
协和里|0x100000|1000
協和裏|0x100000|1000
協和裡|0x100000|1000
協成里|0x100000|1000
协成里|0x100000|1000
協成裡|0x100000|1000
協成裏|0x100000|1000
協榮裏|0x100000|1000
协荣里|0x100000|1000
協榮里|0x100000|1000
協榮裡|0x100000|1000
協興裡|0x100000|1000
协兴里|0x100000|1000
協興里|0x100000|1000
協興裏|0x100000|1000
南上里|0x100000|1000
南上裡|0x100000|1000
南上裏|0x100000|1000
南佃里|0x100000|1000
南佃裏|0x100000|1000
南佃裡|0x100000|1000
南保裡|0x100000|1000
南保里|0x100000|1000
南保裏|0x100000|1000
南光裏|0x100000|1000
南光里|0x100000|1000
南光裡|0x100000|1000
南勝里|0x100000|1000
南胜里|0x100000|1000
南勝裡|0x100000|1000
南勝裏|0x100000|1000
南勢裏|0x100000|1000
南势里|0x100000|1000
南勢里|0x100000|1000
南勢裡|0x100000|1000
南化裡|0x100000|1000
南化里|0x100000|1000
南化裏|0x100000|1000
南和里|0x100000|1000
南和裡|0x100000|1000
南和裏|0x100000|1000
南园里|0x100000|1000
南園裡|0x100000|1000
南園裏|0x100000|1000
南園里|0x100000|1000
南园裏|0x100000|1000
南园裡|0x100000|1000
南埔里|0x100000|1000
南埔裡|0x100000|1000
南埔裏|0x100000|1000
南大裏|0x100000|1000
南大里|0x100000|1000
南大裡|0x100000|1000
南安裡|0x100000|1000
南安里|0x100000|1000
南安裏|0x100000|1000
南寧裏|0x100000|1000
南宁里|0x100000|1000
南寧里|0x100000|1000
南寧裡|0x100000|1000
南寮裏|0x100000|1000
南寮里|0x100000|1000
南寮裡|0x100000|1000
南屯裏|0x100000|1000
南屯里|0x100000|1000
南屯裡|0x100000|1000
南山里|0x100000|1000
南山裡|0x100000|1000
南山裏|0x100000|1000
南崁裏|0x100000|1000
